STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TRAN_MODE,Mode of transport,TERRITORIAL_LEVEL,Territorial level,TRAVEL_TIME,Travel time,SERVICE,Service,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA185F,Tampa-Hernando,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2015,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA185F,Tampa-Hernando,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2016,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA185F,Tampa-Hernando,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2023,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA186F,Muskegon,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2012,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA186F,Muskegon,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2018,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA186F,Muskegon,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2019,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA186F,Muskegon,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2020,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA188F,Taylor,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2019,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA188F,Taylor,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2020,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA188F,Taylor,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2021,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA189F,Pitt,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2012,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA189F,Pitt,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2013,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA189F,Pitt,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2015,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA189F,Pitt,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2016,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA189F,Pitt,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2017,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA191F,Sutter,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2019,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA191F,Sutter,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2020,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA191F,Sutter,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2022,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA192F,Rock,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2011,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA192F,Rock,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2012,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA192F,Rock,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2013,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA192F,Rock,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2014,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA192F,Rock,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2015,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA192F,Rock,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2016,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA192F,Rock,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2017,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA192F,Rock,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2018,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA192F,Rock,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2019,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA192F,Rock,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2021,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA193F,Pueblo,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2019,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA193F,Pueblo,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2020,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA193F,Pueblo,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2021,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA193F,Pueblo,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2023,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA196F,Wichita,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2021,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA196F,Wichita,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2022,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA196F,Wichita,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2023,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA197F,Washington (MD),A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2021,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA197F,Washington (MD),A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2022,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA197F,Washington (MD),A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2023,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA199F,Midland,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2022,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA200F,Ector,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2014,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA200F,Ector,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2017,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA201F,Comanche,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2023,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA206F,Kankakee,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2016,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA206F,Kankakee,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2019,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA207F,Terrebonne,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2011,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA207F,Terrebonne,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2014,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA207F,Terrebonne,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2015,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA209F,Flagler-Daytona Beach,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2020,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA209F,Flagler-Daytona Beach,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2022,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA210F,Sumter,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2014,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA210F,Sumter,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2015,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA210F,Sumter,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2016,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA22F,Las Vegas,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2018,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA22F,Las Vegas,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2019,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA22F,Las Vegas,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2020,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA22F,Las Vegas,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2023,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA25F,Indianapolis,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2011,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA25F,Indianapolis,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2012,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA25F,Indianapolis,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2013,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA25F,Indianapolis,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2014,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA25F,Indianapolis,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2015,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA25F,Indianapolis,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2016,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA25F,Indianapolis,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2017,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA25F,Indianapolis,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2018,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA25F,Indianapolis,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2019,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA25F,Indianapolis,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2020,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA25F,Indianapolis,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2021,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA25F,Indianapolis,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2022,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA25F,Indianapolis,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2023,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA26F,Cuyahoga,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2011,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA26F,Cuyahoga,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2012,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA26F,Cuyahoga,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2013,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA26F,Cuyahoga,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2015,,0.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_FUA_TRAN@DF_TRAN_COMMUT(1.2),Main mode of transport to work - Cities and FUAs,I,USA26F,Cuyahoga,A,Annual,COMMUT,Employed persons commuting to work,PT_WR,Percentage of workers,BIKE,Bicycle,FUA,FUA,_Z,Not applicable,_Z,Not applicable,2016,,0.3,,A,Normal value,0,Units,1,One
