place_id,place_key,geom_source,year,value,numerator,denominator,measure_type,source,sample_n,notes
Changwon,changwon,oecd_fua,2020,1.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR06F
Ulsan,ulsan,oecd_fua,2020,2.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR07F
Cheongju,cheongju,oecd_fua,2020,1.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR08F
Jeonju,jeonju,oecd_fua,2020,1.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR09F
Cheonan,cheonan,oecd_fua,2020,0.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR10F
Gyeongsan,gyeongsan,oecd_fua,2020,1.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR11F
Pohang,pohang,oecd_fua,2020,2.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR12F
Gumi,gumi,oecd_fua,2020,1.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR13F
Jeju,jeju,oecd_fua,2020,0.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR14F
Jinju,jinju,oecd_fua,2020,2.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR15F
Wonju,wonju,oecd_fua,2020,0.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR16F
Iksan,iksan,oecd_fua,2020,1.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR17F
Chuncheon,chuncheon,oecd_fua,2020,1.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR18F
Gunsan,gunsan,oecd_fua,2020,1.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR19F
Suncheon,suncheon,oecd_fua,2020,0.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR20F
Gangneung,gangneung,oecd_fua,2020,1.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR21F
Naju,naju,oecd_fua,2020,1.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code KOR22F
Rīga,riga,oecd_fua,2017,4.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code LV001F
Ciudad de Mexico,ciudad de mexico,oecd_fua,2015,2.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX01F
Guadalajara,guadalajara,oecd_fua,2015,3.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX02F
Monterrey,monterrey,oecd_fua,2015,1.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX03F
Puebla,puebla,oecd_fua,2015,5.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX04F
Toluca,toluca,oecd_fua,2015,5.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX05F
Tijuana,tijuana,oecd_fua,2015,0.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX06F
Leon,leon,oecd_fua,2015,10.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX07F
Queretaro,queretaro,oecd_fua,2015,2.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX08F
Merida,merida,oecd_fua,2015,9.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX09F
Juarez,juarez,oecd_fua,2015,0.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX10F
San Luis Potosi,san luis potosi,oecd_fua,2015,9.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX11F
Torreon,torreon,oecd_fua,2015,10.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX12F
Mexicali,mexicali,oecd_fua,2015,4.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX13F
Cuernavaca,cuernavaca,oecd_fua,2015,1.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX14F
Villahermosa,villahermosa,oecd_fua,2015,2.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX15F
Culiacan,culiacan,oecd_fua,2015,2.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX16F
Morelia,morelia,oecd_fua,2015,1.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX17F
Chihuahua,chihuahua,oecd_fua,2015,0.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX18F
Veracruz,veracruz,oecd_fua,2015,2.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX19F
Hermosillo,hermosillo,oecd_fua,2015,3.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX20F
Aguascalientes,aguascalientes,oecd_fua,2015,4.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX21F
Acapulco de Juarez,acapulco de juarez,oecd_fua,2015,0.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX22F
Tampico,tampico,oecd_fua,2015,2.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX23F
Oaxaca de Juarez,oaxaca de juarez,oecd_fua,2015,4.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX24F
Reynosa,reynosa,oecd_fua,2015,2.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX25F
Xalapa,xalapa,oecd_fua,2015,0.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX26F
Saltillo,saltillo,oecd_fua,2015,0.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX27F
Benito Juarez,benito juarez,oecd_fua,2015,3.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX28F
Celaya,celaya,oecd_fua,2015,16.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX29F
Durango,durango,oecd_fua,2015,8.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX30F
Tuxtla Gutierrez,tuxtla gutierrez,oecd_fua,2015,0.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX31F
Pachuca de Soto,pachuca de soto,oecd_fua,2015,1.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX32F
Irapuato,irapuato,oecd_fua,2015,14.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX33F
Ahome,ahome,oecd_fua,2015,10.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX34F
Matamoros,matamoros,oecd_fua,2015,5.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX35F
Ensenada,ensenada,oecd_fua,2015,2.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX36F
Poza Rica de Hidalgo,poza rica de hidalgo,oecd_fua,2015,1.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX37F
Tepic,tepic,oecd_fua,2015,1.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX38F
Orizaba,orizaba,oecd_fua,2015,6.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX39F
Mazatlan,mazatlan,oecd_fua,2015,7.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX40F
Cajeme,cajeme,oecd_fua,2015,9.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX41F
Nuevo Laredo,nuevo laredo,oecd_fua,2015,4.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX42F
Guadalupe,guadalupe,oecd_fua,2015,2.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX43F
Coatzacoalcos,coatzacoalcos,oecd_fua,2015,1.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX44F
Tapachula,tapachula,oecd_fua,2015,5.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX45F
Victoria,victoria,oecd_fua,2015,5.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX46F
Tlaxcala,tlaxcala,oecd_fua,2015,5.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX47F
Cordoba,cordoba,oecd_fua,2015,1.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX48F
Uruapan,uruapan,oecd_fua,2015,3.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX49F
Tehuacan,tehuacan,oecd_fua,2015,12.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX50F
Minatitlan,minatitlan,oecd_fua,2015,3.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX51F
Cuautla,cuautla,oecd_fua,2015,7.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX52F
Chilpancingo de los Bravo,chilpancingo de los bravo,oecd_fua,2015,0.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX53F
Monclova,monclova,oecd_fua,2015,3.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX54F
Los Cabos,los cabos,oecd_fua,2015,0.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX55F
Colima,colima,oecd_fua,2015,2.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX56F
La Paz,la paz,oecd_fua,2015,1.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX57F
Campeche,campeche,oecd_fua,2015,3.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX58F
Puerto Vallarta,puerto vallarta,oecd_fua,2015,1.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX59F
Salamanca,salamanca,oecd_fua,2015,19.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX60F
San Juan del Rio,san juan del rio,oecd_fua,2015,4.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX61F
Zamora,zamora,oecd_fua,2015,12.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX62F
Tulancingo de Bravo,tulancingo de bravo,oecd_fua,2015,6.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX63F
Carmen,carmen,oecd_fua,2015,5.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX64F
Nogales,nogales,oecd_fua,2015,0.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX65F
Othon P. Blanco,othon p. blanco,oecd_fua,2015,8.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX66F
Fresnillo,fresnillo,oecd_fua,2015,13.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX67F
San Cristobal de las Casas,san cristobal de las casas,oecd_fua,2015,10.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX68F
Solidaridad,solidaridad,oecd_fua,2015,7.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX69F
Apizaco,apizaco,oecd_fua,2015,5.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX70F
San Luis Rio Colorado,san luis rio colorado,oecd_fua,2015,3.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX71F
San Francisco del Rincon,san francisco del rincon,oecd_fua,2015,30.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX72F
San Martin Texmelucan,san martin texmelucan,oecd_fua,2015,23.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX73F
Lazaro Cardenas,lazaro cardenas,oecd_fua,2015,1.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX74F
Ciudad Valles,ciudad valles,oecd_fua,2015,6.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX75F
Tianguistenco,tianguistenco,oecd_fua,2015,3.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX76F
Cuauhtemoc,cuauhtemoc,oecd_fua,2015,2.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX77F
Navojoa,navojoa,oecd_fua,2015,13.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX78F
Zitacuaro,zitacuaro,oecd_fua,2015,0.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX79F
Lagos de Moreno,lagos de moreno,oecd_fua,2015,11.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX80F
Piedras Negras,piedras negras,oecd_fua,2015,7.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX81F
Comitan de Dominguez,comitan de dominguez,oecd_fua,2015,7.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX82F
Delicias,delicias,oecd_fua,2015,5.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX83F
Tuxpan,tuxpan,oecd_fua,2015,3.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX84F
Iguala de la Independencia,iguala de la independencia,oecd_fua,2015,4.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX85F
Acuna,acuna,oecd_fua,2015,2.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX86F
Uriangato,uriangato,oecd_fua,2015,13.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX87F
Teziutlan,teziutlan,oecd_fua,2015,0.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX88F
Apatzingan,apatzingan,oecd_fua,2015,3.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX89F
Zapotlan el Grande,zapotlan el grande,oecd_fua,2015,12.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX90F
Hidalgo del Parral,hidalgo del parral,oecd_fua,2015,0.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX91F
Chiautla,chiautla,oecd_fua,2015,20.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code MEX92F
Oslo,oslo,oecd_fua,2009,6.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code NO001F
Bergen,bergen,oecd_fua,2009,4.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code NO002F
Trondheim,trondheim,oecd_fua,2009,13.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code NO003F
Stavanger,stavanger,oecd_fua,2009,9.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code NO004F
Auckland,auckland,oecd_fua,2023,1.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code NZL01F
Christchurch,christchurch,oecd_fua,2023,5.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code NZL02F
Wellington,wellington,oecd_fua,2023,3.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code NZL03F
Hamilton,hamilton,oecd_fua,2023,2.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code NZL04F
Tauranga,tauranga,oecd_fua,2023,2.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code NZL05F
Dunedin,dunedin,oecd_fua,2023,3.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code NZL06F
Palmerston North,palmerston north,oecd_fua,2023,2.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code NZL07F
New Plymouth,new plymouth,oecd_fua,2023,2.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code NZL08F
Nelson,nelson,oecd_fua,2023,7.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code NZL09F
Whangārei,whangarei,oecd_fua,2023,1.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code NZL10F
Hastings,hastings,oecd_fua,2023,2.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code NZL11F
Rotorua,rotorua,oecd_fua,2023,1.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code NZL12F
Napier,napier,oecd_fua,2023,2.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code NZL13F
Invercargill,invercargill,oecd_fua,2023,2.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code NZL14F
Lisboa,lisboa,oecd_fua,2021,0.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code PT001F
Porto,porto,oecd_fua,2021,0.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code PT002F
Braga,braga,oecd_fua,2021,0.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code PT003F
Funchal,funchal,oecd_fua,2021,0.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code PT004F
Coimbra,coimbra,oecd_fua,2021,0.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code PT005F
Ponta Delgada,ponta delgada,oecd_fua,2021,0.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code PT007F
Aveiro,aveiro,oecd_fua,2021,3.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code PT008F
Faro,faro,oecd_fua,2021,1.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code PT009F
Viseu,viseu,oecd_fua,2021,0.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code PT010F
Viana do Castelo,viana do castelo,oecd_fua,2021,0.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code PT011F
Póvoa de Varzim,povoa de varzim,oecd_fua,2021,1.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code PT013F
Guimarães,guimaraes,oecd_fua,2021,0.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code PT015F
Stockholm,stockholm,oecd_fua,2005,6.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code SE001F
Göteborg,goteborg,oecd_fua,2005,12.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code SE002F
Malmö,malmo,oecd_fua,2005,17.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code SE003F
Umeå,umea,oecd_fua,2005,23.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code SE005F
Uppsala,uppsala,oecd_fua,2005,20.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code SE006F
Linköping,linkoping,oecd_fua,2005,16.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code SE007F
Örebro,orebro,oecd_fua,2005,20.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code SE008F
Bratislava,bratislava,oecd_fua,2021,3.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code SK001F
Košice,kosice,oecd_fua,2021,2.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code SK002F
Banská Bystrica,banska bystrica,oecd_fua,2021,1.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code SK003F
Nitra,nitra,oecd_fua,2021,2.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code SK004F
Prešov,presov,oecd_fua,2021,1.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code SK005F
Žilina,zilina,oecd_fua,2021,3.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code SK006F
Trenčín,trencin,oecd_fua,2021,6.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code SK008F
London,london,oecd_fua,2021,4.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK001F
West Midlands urban area,west midlands urban area,oecd_fua,2021,1.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK002F
Leeds,leeds,oecd_fua,2021,1.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK003F
Glasgow,glasgow,oecd_fua,2021,1.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK004F
Liverpool,liverpool,oecd_fua,2021,2.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK006F
Edinburgh,edinburgh,oecd_fua,2021,4.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK007F
Manchester,manchester,oecd_fua,2021,2.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK008F
Cardiff,cardiff,oecd_fua,2021,2.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK009F
Sheffield,sheffield,oecd_fua,2021,1.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK010F
Bristol,bristol,oecd_fua,2021,5.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK011F
Belfast,belfast,oecd_fua,2021,1.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK012F
Newcastle upon Tyne,newcastle upon tyne,oecd_fua,2021,2.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK013F
Leicester,leicester,oecd_fua,2021,3.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK014F
Aberdeen,aberdeen,oecd_fua,2021,1.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK016F
Cambridge,cambridge,oecd_fua,2021,14.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK017F
Exeter,exeter,oecd_fua,2021,3.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK018F
Lincoln,lincoln,oecd_fua,2021,3.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK019F
Stevenage,stevenage,oecd_fua,2021,2.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK021F
Wrexham,wrexham,oecd_fua,2021,1.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK022F
Portsmouth,portsmouth,oecd_fua,2021,5.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK023F
Worcester,worcester,oecd_fua,2021,2.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK024F
Coventry,coventry,oecd_fua,2021,2.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK025F
Kingston upon Hull,kingston upon hull,oecd_fua,2021,5.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK026F
Stoke-on-Trent,stoke-on-trent,oecd_fua,2021,1.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK027F
Nottingham,nottingham,oecd_fua,2021,3.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK029F
Bath and North East Somerset,bath and north east somerset,oecd_fua,2021,3.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK031F
Guildford,guildford,oecd_fua,2021,2.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK033F
Thanet,thanet,oecd_fua,2021,2.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK034F
Ashford,ashford,oecd_fua,2021,2.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK041F
East Staffordshire,east staffordshire,oecd_fua,2021,2.9,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK043F
Darlington,darlington,oecd_fua,2021,2.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK044F
Worthing,worthing,oecd_fua,2021,4.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK045F
Mansfield,mansfield,oecd_fua,2021,1.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK046F
Chesterfield,chesterfield,oecd_fua,2021,1.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK047F
Burnley,burnley,oecd_fua,2021,1.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK050F
Great Yarmouth,great yarmouth,oecd_fua,2021,3.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK051F
Eastbourne,eastbourne,oecd_fua,2021,3.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK055F
Hastings,hastings,oecd_fua,2021,1.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK056F
Redditch,redditch,oecd_fua,2021,1.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK059F
Halton,halton,oecd_fua,2021,2.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK062F
Doncaster,doncaster,oecd_fua,2021,2.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK506F
Sunderland,sunderland,oecd_fua,2021,1.7,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK510F
Medway,medway,oecd_fua,2021,1.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK513F
Brighton and Hove,brighton and hove,oecd_fua,2021,5.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK515F
Plymouth,plymouth,oecd_fua,2021,2.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK516F
Swansea,swansea,oecd_fua,2021,1.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK517F
Derby,derby,oecd_fua,2021,2.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK518F
Southampton,southampton,oecd_fua,2021,3.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK520F
Milton Keynes,milton keynes,oecd_fua,2021,3.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK525F
Northampton,northampton,oecd_fua,2021,2.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK528F
Warrington,warrington,oecd_fua,2021,3.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK531F
Luton,luton,oecd_fua,2021,1.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK532F
York,york,oecd_fua,2021,11.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK533F
Swindon,swindon,oecd_fua,2021,4.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK535F
Bournemouth,bournemouth,oecd_fua,2021,4.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK539F
Telford and Wrekin,telford and wrekin,oecd_fua,2021,2.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK542F
North East Lincolnshire,north east lincolnshire,oecd_fua,2021,5.8,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK543F
Peterborough,peterborough,oecd_fua,2021,5.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK545F
Colchester,colchester,oecd_fua,2021,3.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK546F
Basingstoke and Deane,basingstoke and deane,oecd_fua,2021,2.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK548F
Bedford,bedford,oecd_fua,2021,4.1,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK549F
Dundee City,dundee city,oecd_fua,2021,1.5,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK550F
Falkirk,falkirk,oecd_fua,2021,1.2,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK551F
Reading,reading,oecd_fua,2021,3.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK552F
Blackpool,blackpool,oecd_fua,2021,2.6,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK553F
Maidstone,maidstone,oecd_fua,2021,1.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK554F
Dacorum,dacorum,oecd_fua,2021,1.3,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK556F
Blackburn with Darwen,blackburn with darwen,oecd_fua,2021,1.0,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK557F
Newport,newport,oecd_fua,2021,1.4,,employed persons commuting to work,commute_mode_share,oecd_fua,,FUA code UK558F
